а	а	а	0.444444
эки	түрү	бар	0.600000
эки	уул	эки	0.300000
эки	уул	бир	0.300000
эки	эмгек	кызыл	1.000000
экинчи	жана	үчүнчү	0.833333
экономикалык	жана	социалдык	0.311111
экономикалык	жана	саясий	0.244444
экономикалык	жана	маданий	0.244444
экономикалык	социалдык	саясий	0.500000
эл	аралык	коомдук	0.055556
эл	аралык	илимий	0.050505
эл	аралык	валюта	0.050505
эл	аралык	соода	0.035354
эл	аралык	коомчулук	0.025253
эл	аралык	кино	0.025253
эл	аралык	экономикалык	0.025253
эл	аралык	укук	0.020202
эл	аралык	аэропорт	0.020202
эл	аралык	стандарт	0.020202
эл	аралык	театр	0.020202
эл	аралык	кайрымдуулук	0.015152
эл	аралык	атак	0.015152
эл	аралык	коопсуздук	0.015152
эл	аралык	туруктуу	0.015152
эл	аралык	музыкалык	0.015152
эл	аралык	жана	0.015152
эл	аралык	тоо	0.015152
эл	аралык	аба	0.015152
эл	аралык	улуттук	0.015152
эл	аралык	кызматташуу	0.015152
эл	арасында	кеңири	0.187500
эл	менен	бирге	0.428571
электр	техникалык	жана	0.266667
эмгек	жана	эс	0.800000
эмгек	менен	эс	0.500000
эмне	кандай	жана	1.000000
энергия	менен	камсыз	0.375000
эреже	катары	бир	0.137931
эреже	катары	алар	0.137931
эркек	туура	келет	1.000000
эркин	күрөш	боюнча	0.600000
эс	алуу	жана	0.190476
эс	алып	уктап	0.600000
эске	алуу	менен	0.604167
эске	алуу	зарыл	0.187500
эске	алуу	керек	0.062500
эт	балык	куш	0.272727
эт	жана	сүт	0.428571
эч	кандай	таасир	0.100000
эч	качан	эч	0.214286
эч	ким	жок	0.294118
эч	нерсе	жок	0.529412
эч	нерсе	менен	0.294118
ээ	болот	да	0.300000
ээ	болсо	анда	0.384615
ээ	болуп	ар	0.117647
ээ	болуп	ал	0.088235
ээ	болуп	калган	0.088235
ээ	болуу	менен	0.433333
ээ	болуу	үчүн	0.266667
ээ	болуу	жана	0.100000
ээ	болушу	мүмкүн	0.285714
ээ	жана	ал	0.272727
үч	бир	тууган	1.000000
үч	түрү	бар	0.666667
үч	эмгек	кызыл	1.000000
үчүн	ал	ошол	0.250000
үчүн	ар	кандай	0.538462
үчүн	ар	бир	0.307692
үчүн	ар	кыл	0.115385
үчүн	башкы	нерсе	0.750000
үчүн	бир	катар	0.157895
үчүн	бир	топ	0.157895
үчүн	же	болбосо	0.750000
үчүн	кызыл	жылдыз	0.800000
үчүн	кылмыш	жаза	1.000000
үчүн	кээ	бир	1.000000
үчүн	негиз	болуп	0.600000
үчүн	эл	аралык	0.909091
үчүн	үлгү	болуп	0.750000
өзү	менен	өзү	0.428571
өзүнчө	илим	катары	1.000000
өзүнчө	китеп	болуп	1.000000
өзүнчө	номинация	катары	1.000000
өсүмдүк	жана	жаныбар	0.500000
өсүмдүк	жаныбар	жана	1.000000
өсүмдүк	менен	жаныбар	1.000000
өткөн	эл	аралык	1.000000
өч	алуу	үчүн	1.000000
