adam	price	0.500000
dit	spørgsmål	0.049383
dit	lån	0.037037
dokumenter	om	0.114286
dokumenter	fra	0.114286
dokumenter	som	0.114286
dokumenter	og	0.114286
dokumenter	til	0.085714
dreng	der	0.185185
dreng	er	0.123457
dreng	fra	0.098765
dreng	blev	0.074074
dreng	kom	0.049383
dreng	har	0.037037
dreng	og	0.037037
drenge	og	0.267857
drenge	der	0.089286
drenge	i	0.071429
drenge	med	0.053571
drenge	på	0.053571
drengen	er	0.193548
drengen	var	0.129032
dronning	elizabeth	0.594595
drømmen	om	0.576923
drømte	om	0.636364
du	kan	0.108061
du	har	0.055773
du	er	0.050109
du	skal	0.044880
du	ikke	0.040959
du	se	0.034423
du	vil	0.024401
du	også	0.017429
du	en	0.014815
du	i	0.013943
du	gerne	0.010458
du	læse	0.010022
du	selv	0.009586
du	får	0.009150
du	så	0.009150
du	må	0.008715
du	få	0.008715
du	måske	0.008279
du	bliver	0.008279
du	det	0.007843
du	et	0.007407
du	have	0.007407
du	at	0.007407
du	til	0.006972
du	for	0.006536
du	som	0.006536
du	på	0.006100
du	komme	0.006100
du	være	0.006100
du	ser	0.005664
du	høre	0.005229
du	ved	0.005229
du	nu	0.005229
du	gør	0.004357
du	spørger	0.004357
du	bør	0.004357
du	siger	0.004357
du	egentlig	0.004357
du	set	0.004357
du	da	0.003922
dybere	og	0.235294
dygtige	nok	0.151515
dygtige	til	0.121212
dyrt	at	0.264151
dyrt	og	0.188679
dyrt	siger	0.094340
dyrt	for	0.056604
dyrt	i	0.056604
dårlig	idé	0.061538
dårlig	samvittighed	0.061538
dårlig	start	0.046154
dårligt	at	0.074074
dårligt	vejr	0.074074
dårligt	nyt	0.074074
dårligt	og	0.074074
dårligt	mentalt	0.037037
dårligt	siger	0.037037
dårligt	lys	0.037037
dårligt	men	0.037037
dårligt	hvis	0.037037
dække	de	0.138889
dække	af	0.138889
dække	over	0.111111
dække	det	0.111111
dækker	over	0.363636
dækker	både	0.038961
dækker	det	0.038961
dér	hvor	0.108108
dér	er	0.108108
dér	i	0.081081
døden	til	0.333333
døden	som	0.128205
døden	i	0.102564
døden	og	0.076923
dødsfald	i	0.290323
døre	og	0.344828
døre	hvorfor	0.103448
effekt	på	0.333333
effekt	af	0.100000
effektiv	måde	0.222222
efter	at	0.173314
efter	en	0.103644
efter	et	0.066470
efter	den	0.040128
efter	de	0.022157
efter	det	0.020187
efter	planen	0.016987
efter	to	0.015756
efter	han	0.013786
efter	flere	0.013540
efter	minutter	0.011571
efter	tre	0.011324
efter	sin	0.010586
efter	valget	0.010586
efter	år	0.010340
efter	kampen	0.008370
efter	hun	0.008124
efter	mange	0.006647
efter	i	0.006401
efter	blev	0.006155
efter	alt	0.005908
efter	klokken	0.005662
efter	var	0.005416
efter	længere	0.005416
efter	fire	0.005170
efter	seks	0.005170
efter	sejren	0.004924
efter	minutters	0.004677
efter	nogle	0.004431
efter	og	0.004431
efter	fem	0.004185
efter	hvor	0.004185
efter	mere	0.004185
efter	dagens	0.004185
efter	krigen	0.003939
efter	nytår	0.003939
efter	ulykken	0.003939
efter	angrebet	0.003939
efter	hans	0.003939
efter	sit	0.003939
eftermiddag	og	0.056604
eftermiddag	i	0.049057
eftermiddag	har	0.049057
eftermiddag	er	0.049057
eftermiddag	var	0.041509
eftermiddag	at	0.037736
eftermiddag	blev	0.030189
eftermiddag	hvor	0.030189
eftermiddag	på	0.022642
eftermiddag	klokken	0.022642
eftermiddag	med	0.022642
eftermiddag	vil	0.018868
eftermiddag	blevet	0.018868
eftermiddag	en	0.018868
eftermiddag	for	0.015094
eftermiddag	måtte	0.015094
eftermiddag	fundet	0.011321
eftermiddag	ramt	0.011321
eftermiddag	den	0.011321
eftermiddag	til	0.011321
egentlig	er	0.106195
egentlig	ikke	0.048673
egentlig	var	0.048673
egentlig	bare	0.039823
egentlig	har	0.030973
egentlig	at	0.030973
egentlig	på	0.026549
egentlig	være	0.022124
egentlig	skulle	0.022124
egentlig	om	0.017699
egentlig	en	0.013274
egentlig	også	0.013274
egentlig	have	0.013274
egentlig	ret	0.013274
egentlig	hvis	0.013274
egentlig	havde	0.013274
egne	ord	0.088435
egne	børn	0.040816
egne	hænder	0.040816
egne	øjne	0.040816
egne	rækker	0.034014
egne	tal	0.034014
egne	og	0.027211
egne	produkter	0.027211
egne	sange	0.027211
egne	af	0.027211
egne	ben	0.027211
egne	borgere	0.020408
ejer	af	0.215827
ejer	og	0.071942
ejer	en	0.043165
ejer	den	0.035971
ejer	er	0.028777
ejer	blandt	0.021583
ejer	procent	0.021583
ejer	har	0.021583
ejeren	af	0.333333
ejeren	har	0.111111
ejeren	er	0.083333
eksplodere	i	0.600000
elektricitet	og	0.428571
elever	i	0.122549
elever	og	0.117647
elever	fra	0.112745
elever	på	0.107843
elever	der	0.107843
elever	skal	0.034314
elever	kan	0.034314
elever	som	0.034314
elever	til	0.029412
elever	har	0.014706
elever	forældre	0.014706
elever	er	0.014706
ellers	er	0.095455
ellers	har	0.050000
ellers	at	0.047727
ellers	var	0.038636
ellers	kan	0.036364
ellers	ikke	0.027273
ellers	skal	0.022727
ellers	i	0.020455
ellers	været	0.020455
ellers	havde	0.020455
ellers	vil	0.020455
ellers	ville	0.018182
ellers	med	0.015909
ellers	så	0.015909
ellers	bliver	0.011364
ellers	tidligere	0.011364
ellers	længe	0.009091
ellers	må	0.009091
ellers	en	0.009091
ellers	skulle	0.006818
ellers	godt	0.006818
ellers	planlagt	0.006818
ellers	fået	0.006818
ellers	går	0.006818
ellers	ret	0.006818
ellers	ser	0.006818
ellers	gået	0.006818
ellers	planen	0.006818
ellers	kommer	0.006818
ellers	kunne	0.006818
ellers	står	0.006818
ellers	et	0.006818
ellers	frem	0.006818
ellers	på	0.006818
elskede	at	0.250000
em	i	0.313559
em	guld	0.076271
em	finalen	0.076271
em	kamp	0.042373
em	mod	0.042373
em	s	0.033898
em	og	0.033898
em	sølv	0.025424
en	af	0.056918
en	del	0.047318
en	ny	0.036715
en	række	0.026850
en	stor	0.025057
en	anden	0.021786
en	god	0.016300
en	lang	0.010550
en	lille	0.009864
en	helt	0.009706
en	mand	0.009390
en	meget	0.008651
en	sejr	0.007965
en	uge	0.007121
en	masse	0.007069
en	større	0.006910
en	aftale	0.006594
en	kvinde	0.006436
en	gang	0.006014
en	smule	0.005803
en	tur	0.005644
en	plads	0.005275
en	person	0.005170
en	halv	0.005064
en	kamp	0.005011
en	gruppe	0.004906
en	dag	0.004906
en	mere	0.004853
en	enkelt	0.004800
en	vigtig	0.004748
en	kæmpe	0.004642
en	hel	0.004537
en	måned	0.004431
en	sag	0.004273
en	dansk	0.004220
en	bil	0.004167
en	kommentar	0.004009
en	undersøgelse	0.003956
en	bøde	0.003798
en	periode	0.003745
enden	af	0.631579
endte	med	0.502128
endte	i	0.093617
endte	det	0.046809
endte	som	0.034043
endte	på	0.034043
endte	dog	0.017021
endte	også	0.017021
endte	en	0.012766
endte	kampen	0.012766
endte	og	0.012766
endte	til	0.012766
energien	og	0.136364
energien	er	0.136364
eneste	der	0.171821
eneste	gang	0.058419
eneste	dag	0.054983
eneste	af	0.034364
eneste	danske	0.027491
eneste	parti	0.027491
eneste	mulighed	0.024055
eneste	som	0.024055
eneste	i	0.020619
eneste	måde	0.020619
eneste	år	0.020619
eneste	sted	0.017182
eneste	mål	0.017182
eneste	rigtige	0.017182
eneste	land	0.013746
eneste	undtagelse	0.013746
eneste	man	0.013746
eneste	medlem	0.010309
eneste	han	0.010309
eneste	vi	0.010309
eneste	vej	0.010309
engelsk	og	0.230769
engelsk	i	0.102564
engelsk	siger	0.076923
enheder	og	0.205882
enheder	der	0.088235
enheder	som	0.088235
enige	om	0.774194
enige	i	0.102151
enige	med	0.075269
er	det	0.070892
er	en	0.054886
er	der	0.049727
er	blevet	0.041739
er	ikke	0.038202
er	i	0.029919
er	et	0.024996
er	at	0.020221
er	den	0.018747
er	på	0.014503
er	også	0.012704
er	dog	0.010847
er	de	0.010759
er	meget	0.009550
er	så	0.008784
er	nu	0.008283
er	kommet	0.008195
er	for	0.008136
er	jo	0.008077
er	noget	0.007074
er	nemlig	0.006662
er	tale	0.006632
er	gået	0.006249
er	med	0.006190
er	han	0.006043
er	vi	0.005571
er	helt	0.005483
er	sket	0.005394
er	blandt	0.005306
er	klar	0.005129
er	ved	0.005070
er	mere	0.004775
er	stadig	0.004510
er	jeg	0.004363
er	lige	0.004304
er	til	0.004274
er	ifølge	0.003950
er	godt	0.003832
er	mange	0.003744
er	nogle	0.003714
ere	og	0.130435
evig	tid	0.375000
evne	til	0.900000
evnen	til	0.928571
faldet	med	0.164474
faldet	i	0.151316
faldet	på	0.085526
faldet	fra	0.065789
faldet	til	0.065789
faldet	en	0.046053
faldet	er	0.032895
faldet	og	0.032895
faldet	over	0.026316
faldet	siden	0.019737
faldet	de	0.019737
faldet	procent	0.019737
faldet	ses	0.019737
faldet	skyldes	0.019737
falske	nyheder	0.153846
falske	historier	0.115385
falske	og	0.115385
fanget	i	0.469697
fanget	af	0.121212
fanget	på	0.121212
fantastisk	at	0.175824
fantastisk	siger	0.098901
fantastisk	og	0.032967
fantastisk	oplevelse	0.032967
fantastisk	menneske	0.032967
fantastisk	dygtige	0.032967
fantastiske	skabninger	0.307692
far	og	0.134969
far	er	0.092025
far	i	0.061350
far	der	0.061350
far	til	0.049080
far	som	0.036810
far	for	0.030675
far	var	0.030675
far	har	0.024540
far	blev	0.024540
far	men	0.018405
far	kan	0.018405
far	døde	0.018405
far	en	0.018405
far	datter	0.018405
far	så	0.018405
far	ikke	0.018405
far	på	0.018405
fare	for	0.557143
fare	i	0.085714
fare	på	0.071429
fare	efter	0.042857
faren	for	0.285714
faren	er	0.142857
farvel	til	0.796875
farvel	og	0.085938
februar	og	0.094595
februar	i	0.094595
februar	har	0.072072
februar	klokken	0.058559
februar	blev	0.049550
februar	men	0.040541
februar	at	0.036036
februar	til	0.031532
februar	vil	0.022523
februar	kl	0.022523
februar	sidste	0.018018
februar	er	0.018018
februar	hvor	0.018018
februar	næste	0.013514
februar	for	0.013514
februar	var	0.013514
februar	sendte	0.013514
februar	som	0.013514
februar	måned	0.013514
februar	på	0.013514
fedt	at	0.442308
fedt	siger	0.115385
fedt	og	0.076923
fem	år	0.187017
fem	dage	0.057187
fem	minutter	0.047913
fem	procent	0.037094
fem	af	0.035549
fem	måneder	0.030912
fem	og	0.029366
fem	gange	0.026275
fem	kampe	0.020093
fem	point	0.020093
fem	mænd	0.018547
fem	til	0.018547
fem	personer	0.018547
fem	millioner	0.018547
fem	års	0.013910
fem	uger	0.013910
fem	i	0.012365
fem	tilfælde	0.012365
fem	seks	0.010819
fem	andre	0.010819
fem	om	0.009274
fem	mennesker	0.009274
fem	kroner	0.009274
fem	kilo	0.009274
fem	timer	0.007728
fem	grader	0.007728
fem	danske	0.007728
fem	største	0.007728
fem	nye	0.007728
fem	milliarder	0.007728
fem	kilometer	0.007728
fem	meter	0.007728
fem	forskellige	0.007728
fem	slag	0.006182
fem	minutters	0.006182
fem	ud	0.006182
fem	mål	0.006182
fem	gode	0.004637
fem	ti	0.004637
fem	kvinder	0.004637
film	og	0.139394
film	i	0.084848
film	der	0.078788
film	om	0.060606
film	som	0.054545
film	er	0.048485
film	på	0.042424
film	fra	0.036364
film	med	0.030303
film	hvor	0.024242
film	har	0.024242
film	tv	0.018182
film	flugt	0.018182
film	vi	0.018182
fin	start	0.210526
fin	lille	0.157895
finalen	i	0.206897
finalen	ved	0.124138
finalen	hvor	0.048276
finalen	var	0.041379
finalen	på	0.041379
finalen	mellem	0.034483
finalen	skal	0.034483
finalen	mod	0.034483
finalen	og	0.027586
finalen	som	0.020690
finalen	til	0.020690
finalen	blev	0.020690
finde	en	0.154830
finde	ud	0.142045
finde	på	0.099432
finde	et	0.041193
finde	frem	0.036932
finde	i	0.034091
finde	sted	0.032670
finde	den	0.031250
finde	de	0.018466
finde	sig	0.017045
finde	noget	0.015625
finde	nye	0.015625
finde	nogle	0.014205
finde	og	0.012784
finde	det	0.011364
finde	vej	0.011364
finde	plads	0.009943
finde	rundt	0.009943
finde	svar	0.008523
finde	ham	0.008523
finde	pengene	0.008523
finde	dem	0.007102
finde	andre	0.007102
finde	flere	0.005682
finde	arbejde	0.005682
finde	ro	0.005682
finde	nogen	0.004261
finde	deres	0.004261
finde	fælles	0.004261
finde	kroner	0.004261
finde	hinanden	0.004261
finde	føde	0.004261
finde	kærligheden	0.004261
finde	inspiration	0.004261
finde	yderligere	0.004261
finde	ord	0.004261
finde	mig	0.004261
finde	vores	0.004261
finder	sted	0.318182
finder	man	0.094406
finder	det	0.048951
finder	vi	0.045455
finder	en	0.041958
finder	du	0.031469
finder	i	0.027972
finder	ud	0.024476
finder	de	0.020979
finder	hun	0.020979
finder	vej	0.017483
finder	også	0.013986
finder	frem	0.013986
finder	at	0.013986
finder	ikke	0.010490
finder	sammen	0.010490
finder	den	0.010490
finder	sig	0.010490
finder	et	0.010490
finder	noget	0.010490
finder	ham	0.010490
finder	jeg	0.010490
fingre	i	0.296296
fingre	for	0.148148
finn	jensen	0.600000
firmaet	har	0.128205
firmaet	er	0.102564
flag	og	0.208955
flag	på	0.104478
flag	i	0.074627
flag	fra	0.044776
flag	som	0.044776
flere	af	0.092623
flere	gange	0.075000
flere	steder	0.049180
flere	end	0.046311
flere	år	0.027459
flere	penge	0.025000
flere	og	0.020902
flere	andre	0.020902
flere	hundrede	0.016803
flere	til	0.014344
flere	måneder	0.013115
flere	tilfælde	0.011885
flere	i	0.011066
flere	dage	0.010246
flere	forskellige	0.010246
flere	tusinde	0.009836
flere	danske	0.009016
flere	der	0.009016
flere	lande	0.008607
flere	har	0.008607
flere	børn	0.008197
flere	eksperter	0.008197
flere	unge	0.007787
flere	ting	0.007377
flere	timer	0.007377
flere	kvinder	0.007377
flere	er	0.006967
flere	års	0.006557
flere	uger	0.005738
flere	mennesker	0.005738
flere	personer	0.005328
flere	store	0.005328
flere	gode	0.005328
flere	muligheder	0.005328
flere	på	0.005328
flere	borgere	0.004918
flere	lokale	0.004918
flere	vil	0.004918
flere	måder	0.004508
flere	lejligheder	0.004508
flest	stemmer	0.100000
flest	af	0.083333
flest	point	0.050000
flest	tilfælde	0.050000
flest	mulige	0.050000
flugt	fra	0.240000
flugt	i	0.140000
flugt	har	0.100000
flugt	og	0.080000
flyde	over	0.444444
flygtet	fra	0.595745
flygtet	til	0.106383
flygtet	ud	0.085106
flytte	til	0.154545
flytte	ind	0.100000
flytte	sig	0.054545
flytte	tilbage	0.036364
flytte	os	0.027273
flytte	fra	0.027273
flytte	ud	0.027273
flyttede	til	0.203704
flyttede	han	0.111111
flyttede	ind	0.092593
flyttede	fra	0.055556
flyttede	hjemmefra	0.055556
flyve	til	0.134328
flyve	med	0.134328
flyve	en	0.089552
flyve	på	0.074627
flyve	rundt	0.044776
flyve	i	0.044776
flyve	over	0.044776
flyve	og	0.044776
fokuseret	på	0.692308
forandret	sig	0.375000
forberedt	på	0.461538
forberedt	sig	0.179487
forberedt	til	0.076923
forbindelse	med	0.858144
forbindelse	til	0.033275
forbindelse	er	0.012259
forbindelse	mellem	0.008757
forbindelse	at	0.007005
forbindelse	over	0.007005
forbindelse	har	0.007005
forbindelse	sagde	0.005254
forbindelse	også	0.005254
forbinder	med	0.384615
forbliver	på	0.136364
forbliver	den	0.136364
fordi	de	0.157313
fordi	det	0.147109
fordi	han	0.086735
fordi	der	0.073980
fordi	man	0.067177
fordi	jeg	0.063776
fordi	vi	0.062075
fordi	den	0.058673
fordi	hun	0.041667
fordi	en	0.016156
fordi	at	0.007653
fordi	folk	0.006803
fordi	du	0.005952
fordi	deres	0.005952
fordi	flere	0.005952
fordi	i	0.005952
fordi	mange	0.005102
fordi	hendes	0.005102
fordi	politiet	0.004252
fordi	hans	0.004252
fordi	nogle	0.003401
fordi	min	0.003401
fordi	alle	0.003401
fordi	noget	0.003401
fordi	store	0.003401
fordi	vores	0.003401
fordi	et	0.003401
fordi	din	0.003401
fordi	arbejdet	0.002551
fordi	så	0.002551
fordi	rusland	0.002551
fordi	hvis	0.002551
fordi	selskabet	0.002551
foregår	i	0.288591
foregår	på	0.181208
foregår	det	0.040268
foregår	der	0.026846
foregår	med	0.020134
foregår	ved	0.020134
foregår	omkring	0.020134
foregår	bag	0.020134
foregår	en	0.020134
foreslå	at	0.750000
forestille	sig	0.709091
forestille	mig	0.181818
forestille	os	0.054545
forestiller	sig	0.500000
forestiller	mig	0.187500
foretaget	en	0.241071
foretaget	af	0.205357
foretaget	på	0.062500
foretaget	for	0.062500
foretaget	flere	0.044643
foretaget	blandt	0.044643
foretaget	et	0.026786
foretaget	ca	0.026786
forfatter	og	0.235955
forfatter	til	0.134831
forfatter	der	0.067416
forfatter	af	0.056180
forfatter	i	0.044944
forgæves	forsøgt	0.166667
forgæves	at	0.100000
forhandle	om	0.333333
forhandle	med	0.208333
forhold	til	0.744574
forhold	der	0.021703
forhold	og	0.020033
forhold	som	0.018364
forhold	i	0.018364
forhold	for	0.016694
forhold	på	0.015025
forhold	er	0.011686
forhold	mellem	0.010017
forhold	end	0.010017
forhold	med	0.008347
forhold	skal	0.008347
forhold	om	0.006678
forhold	men	0.006678
forhold	at	0.006678
forhold	siger	0.005008
forhold	har	0.005008
forhold	af	0.005008
forkert	at	0.160000
forkert	og	0.080000
forkert	siger	0.080000
forkert	retning	0.040000
forkert	i	0.040000
forkert	signal	0.040000
forkert	af	0.040000
forkert	på	0.040000
forklarede	den	0.129630
forklarede	han	0.129630
forklarede	at	0.129630
forklarede	sig	0.055556
forklarede	i	0.055556
forklarede	hun	0.055556
forklarede	michael	0.055556
forklaring	på	0.310345
forklaring	i	0.103448
forklaring	til	0.045977
forklaring	og	0.034483
forklaring	kan	0.034483
forklaring	har	0.034483
forlade	landet	0.181818
forlade	deres	0.100000
forlade	rusland	0.054545
forlade	den	0.045455
forlade	stedet	0.045455
forlade	det	0.036364
forlade	sin	0.036364
forlade	posten	0.036364
forlade	partiet	0.036364
forlade	retten	0.027273
forlade	byen	0.027273
forlade	sit	0.027273
forlader	landet	0.111111
forlader	han	0.055556
forlader	sin	0.055556
forlader	dansk	0.055556
forlod	partiet	0.100000
forlod	sin	0.060000
formand	for	0.605469
formand	i	0.080078
formand	søren	0.042969
formand	og	0.021484
formand	er	0.015625
formand	henrik	0.015625
formand	hans	0.011719
formand	har	0.009766
formand	på	0.007812
formand	alex	0.007812
formand	mener	0.005859
formand	klaus	0.005859
formål	at	0.430769
formål	med	0.092308
formål	er	0.046154
formål	for	0.046154
formål	og	0.046154
fornuftig	pris	0.300000
forrest	i	0.410256
forrest	og	0.307692
forretning	i	0.205128
forretning	og	0.179487
forretning	med	0.128205
forretning	for	0.102564
forretningen	i	0.078947
forsinket	og	0.200000
forsinket	på	0.160000
forskel	på	0.450617
forskel	for	0.154321
forskel	i	0.067901
forskel	fra	0.055556
forskel	at	0.043210
forskel	er	0.024691
forskel	mellem	0.024691
forskel	siger	0.018519
forskel	når	0.018519
forstand	på	0.277778
forstand	at	0.222222
forstand	er	0.166667
forstår	godt	0.160714
forstår	ikke	0.142857
forstår	at	0.098214
forstår	jeg	0.062500
forstår	det	0.053571
forstår	hvad	0.035714
forstår	og	0.035714
forstår	hvor	0.026786
forstår	du	0.026786
forstår	hvorfor	0.026786
forstår	den	0.026786
forsvarer	og	0.120000
forsøgte	at	0.625000
forsøgte	han	0.039062
forsøgte	i	0.039062
forsøgte	man	0.023438
forsøgte	en	0.023438
fortalte	at	0.175758
fortalte	om	0.121212
fortalte	han	0.109091
fortalte	hun	0.060606
fortalte	i	0.048485
fortalte	en	0.030303
fortalte	den	0.030303
fortalte	også	0.024242
fortalte	til	0.018182
fortalte	dem	0.018182
fortalte	mig	0.018182
fortælle	om	0.304124
fortælle	at	0.201031
fortælle	hvor	0.036082
fortælle	det	0.030928
fortælle	dem	0.025773
fortælle	i	0.025773
fortælle	os	0.025773
fortælle	hvad	0.025773
fortælle	deres	0.020619
fortælle	de	0.020619
fortælle	ham	0.020619
fortælle	dig	0.015464
fortælle	den	0.015464
fortælle	sin	0.015464
fortælle	historier	0.015464
foråret	og	0.087912
foråret	er	0.076923
foråret	at	0.043956
foråret	som	0.043956
foråret	kommer	0.043956
foråret	fik	0.043956
foråret	i	0.032967
foråret	hvor	0.032967
foråret	blev	0.032967
fransk	politi	0.264706
fransk	og	0.147059
fredag	aften	0.152488
fredag	morgen	0.081862
fredag	eftermiddag	0.072231
fredag	den	0.067416
fredag	og	0.043339
fredag	i	0.032103
fredag	blev	0.032103
fredag	er	0.027287
fredag	klokken	0.025682
fredag	har	0.022472
fredag	at	0.016051
fredag	var	0.016051
fredag	på	0.011236
fredag	til	0.011236
fredag	kan	0.011236
fredag	efter	0.009631
fredag	blevet	0.009631
fredag	hvor	0.009631
fredag	skal	0.009631
fredag	for	0.009631
fredag	fik	0.009631
fredag	bliver	0.008026
fredag	ved	0.006421
fredag	meldte	0.006421
fredag	mødes	0.006421
fredag	dansk	0.006421
fredag	april	0.006421
fredag	lokal	0.006421
fredag	vil	0.006421
fredag	som	0.004815
fredag	kørte	0.004815
fredag	kommer	0.004815
fredag	middag	0.004815
frem	til	0.456503
frem	mod	0.095607
frem	at	0.069767
frem	for	0.062877
frem	og	0.058570
frem	i	0.057709
frem	på	0.027562
frem	som	0.010336
frem	med	0.009475
frem	under	0.008613
frem	siger	0.007752
frem	efter	0.006891
frem	fra	0.006891
frem	igen	0.006029
frem	så	0.006029
frem	når	0.006029
frem	er	0.005168
frem	imod	0.003445
frem	kunne	0.003445
frem	af	0.003445
frem	mener	0.003445
frem	over	0.002584
frem	nu	0.002584
frem	ved	0.002584
frem	der	0.002584
frem	foran	0.002584
frem	har	0.002584
frem	men	0.002584
frem	skriver	0.002584
frem	bliver	0.002584
fremad	og	0.235294
fremad	i	0.176471
fremad	for	0.117647
fremad	med	0.088235
fremmest	er	0.120000
fremmest	en	0.060000
fremmest	blive	0.060000
fremtid	i	0.230769
fremtid	er	0.076923
fremtid	siger	0.051282
fremtid	men	0.038462
fremtid	hvis	0.038462
fremtid	og	0.038462
fremtiden	for	0.094444
fremtiden	skal	0.094444
fremtiden	vil	0.083333
fremtiden	kan	0.083333
fremtiden	og	0.055556
fremtiden	siger	0.050000
fremtiden	bringer	0.033333
fremtiden	er	0.033333
fremtiden	i	0.027778
fremtiden	lyder	0.027778
fremtiden	at	0.022222
fremtiden	skriver	0.022222
fremtiden	ikke	0.022222
fremtiden	bliver	0.022222
fremtiden	sagde	0.016667
fremtiden	hvis	0.016667
frie	grønne	0.490566
frie	verden	0.094340
frie	valg	0.075472
frie	presse	0.056604
frit	valg	0.089552
frit	fald	0.089552
frit	i	0.089552
frit	løb	0.059701
frit	kan	0.059701
frit	spil	0.059701
frit	på	0.044776
frit	for	0.044776
frit	og	0.044776
frivillige	der	0.115385
frivillige	og	0.076923
frivillige	til	0.053846
frivillige	på	0.053846
frivillige	som	0.053846
frivillige	har	0.046154
frivillige	fra	0.046154
frivillige	er	0.038462
frivillige	kræfter	0.023077
frivillige	i	0.023077
frivillige	arbejde	0.023077
frivillige	aftaler	0.023077
frivilligt	arbejde	0.090909
frø	og	0.375000
fuldstændig	enig	0.035294
fuldstændig	som	0.035294
fuldstændig	på	0.035294
fyldte	i	0.133333
fyr	og	0.411765
fyr	som	0.176471
fyre	fyrværkeri	0.176471
fysik	og	0.500000
fysiske	og	0.115385
fysiske	symptomer	0.076923
fysiske	rammer	0.057692
fysiske	problemer	0.057692
fysiske	skader	0.057692
færd	med	0.682927
færd	på	0.073171
færre	end	0.165644
færre	penge	0.085890
færre	og	0.079755
færre	børn	0.042945
færre	vil	0.024540
færre	af	0.024540
færre	studerende	0.024540
færre	passagerer	0.018405
færre	unge	0.018405
færre	varer	0.018405
færre	besøgende	0.018405
fødselsdag	i	0.108108
fødselsdag	den	0.081081
fødselsdag	på	0.081081
fødselsdag	så	0.081081
fødselsdag	er	0.081081
født	i	0.437500
født	og	0.177083
født	med	0.062500
født	på	0.041667
følelsen	af	0.863636
føles	som	0.301887
føles	det	0.132075
føles	at	0.056604
føles	lidt	0.056604
følger	med	0.211864
følger	den	0.059322
følger	de	0.059322
følger	en	0.050847
følger	i	0.050847
følger	situationen	0.033898
følger	af	0.033898
følger	der	0.033898
følger	man	0.033898
følger	også	0.025424
følger	vi	0.025424
føreren	af	0.500000
g	på	0.111111
g	erne	0.097222
g	ere	0.083333
g	er	0.041667
gader	og	0.351351
gader	i	0.108108
gal	med	0.444444
gal	igen	0.444444
galt	i	0.142857
galt	med	0.130952
galt	for	0.119048
galt	siger	0.059524
galt	da	0.059524
galt	afsted	0.059524
galt	på	0.047619
galt	og	0.035714
galt	men	0.035714
galt	er	0.035714
gav	ham	0.052632
gav	det	0.052632
gav	den	0.047368
gav	mig	0.042105
gav	de	0.036842
gav	ikke	0.036842
gav	et	0.031579
gav	sig	0.031579
gav	hende	0.026316
gav	han	0.021053
gav	mening	0.021053
gav	en	0.021053
gav	udtryk	0.021053
gav	hun	0.015789
gav	os	0.015789
gav	i	0.015789
gav	ordre	0.015789
gav	dem	0.015789
gave	til	0.375000
gave	fra	0.125000
gemme	sig	0.363636
gemt	i	0.393939
gemt	væk	0.151515
gemt	under	0.090909
gemt	sig	0.090909
gemte	sig	0.428571
gider	at	0.305556
gider	ikke	0.194444
gider	jeg	0.111111
gift	med	0.380952
gift	ved	0.142857
gift	i	0.119048
gift	og	0.119048
gifte	sig	0.800000
gjort	det	0.206967
gjort	sig	0.067623
gjort	noget	0.065574
gjort	i	0.047131
gjort	en	0.038934
gjort	at	0.022541
gjort	og	0.020492
gjort	klar	0.018443
gjort	for	0.018443
gjort	opmærksom	0.018443
gjort	til	0.016393
gjort	et	0.014344
gjort	os	0.014344
gjort	brug	0.012295
gjort	siden	0.012295
gjort	alt	0.012295
gjort	op	0.012295
gjort	meget	0.012295
gjort	klart	0.012295
gjort	med	0.012295
gjort	så	0.012295
gjort	mere	0.012295
gjort	sit	0.010246
gjort	rent	0.010246
gjort	ham	0.010246
gjort	siger	0.010246
gjort	den	0.008197
gjort	ondt	0.008197
gjort	på	0.008197
gjort	ved	0.008197
gjort	hende	0.008197
gjort	mange	0.008197
gjort	indtryk	0.006148
gjort	af	0.006148
gjort	hvad	0.006148
gjort	mig	0.006148
gjort	de	0.006148
gjort	bekendt	0.006148
gjort	anderledes	0.006148
glas	vin	0.192308
glas	i	0.115385
glas	og	0.115385
glas	champagne	0.115385
glip	af	1.000000
glæder	sig	0.430108
glæder	mig	0.166667
glæder	os	0.086022
glæder	jeg	0.048387
glæder	han	0.037634
glæder	det	0.037634
glæder	vi	0.032258
glæder	de	0.021505
glæder	både	0.016129
glæder	hun	0.016129
gps	en	0.258065
gps	er	0.161290
gps	udstyr	0.129032
gps	og	0.096774
gram	hash	0.181818
gram	kokain	0.151515
gram	og	0.090909
gram	i	0.090909
gratis	at	0.148936
gratis	og	0.095745
gratis	adgang	0.074468
gratis	i	0.053191
gratis	for	0.042553
gratis	med	0.031915
gratis	mad	0.031915
gratis	øl	0.031915
gravet	op	0.235294
grebet	af	0.280000
grebet	om	0.120000
grebet	ind	0.120000
grimt	om	0.333333
grov	vold	0.714286
grove	træk	0.214286
grunde	til	0.471698
grunde	og	0.056604
grundlæggende	problemer	0.063830
grundlæggende	behov	0.063830
grundlæggende	om	0.063830
grøn	energi	0.193182
grøn	strøm	0.159091
grøn	alliance	0.102273
grøn	og	0.068182
grøn	koncert	0.056818
grøn	fremtid	0.034091
guvernør	i	0.555556
gæld	til	0.200000
gæld	på	0.120000
gæld	i	0.120000
gæld	for	0.120000
gælder	for	0.138138
gælder	det	0.126126
gælder	også	0.117117
